values,type,l0,l1,l2,l3
"['Continental Airlines**', 'United Parcel Service', 'General Electric', 'Procter & Gamble', 'Deere', 'Berkshire Hathaway', 'Caterpillar', 'Anheuser-Busch', 'FedEx', 'Exxon Mobil', 'Occidental Petroleum', 'Cisco Systems', 'Chevron', 'Costco Wholesale', 'Target', 'Kroger', 'Safeway', 'IBM', 'Apple', 'Hewlett-Packard', 'Devon Energy', 'Bank of America', 'AT&T', 'Illinois Tool Works', 'J.C. Penney', 'Textron', 'United Technologies', 'Texas Instruments', 'Prudential Financial', 'Northwestern Mutual', 'Best Buy', ""Lowe's"", 'Pepsi Bottling Group', 'Microsoft', 'Motorola', 'Fluor', 'Boeing', 'Staples', 'Raytheon', 'New York Life', 'Verizon Communications', 'General Mills', 'Intel', 'Honeywell International', 'Johnson & Johnson', 'ConocoPhillips', 'Cummins', ""Macy's"", 'Xerox', 'DuPont', 'Coca-Cola', 'Goodyear Tire & Rubber', 'General Dynamics', 'Emerson Electric', 'Lockheed Martin', 'CVS/Caremark', 'Walgreen', 'Colgate-Palmolive', 'J.P. Morgan Chase', 'Trane', 'Sun Microsystems', 'Alcoa', 'Merck', 'Home Depot', 'Hartford Financial Services', 'Travelers Cos.', 'Marathon Oil', 'Abbott Laboratories', 'Wal-Mart Stores', 'PepsiCo', 'Johnson Controls', 'Eli Lilly', 'Dow Chemical', 'Ingersoll-Rand', 'Comcast', 'Kimberly-Clark', 'Oracle', 'American International Group', 'Gap', ""Kohl's"", 'Allstate', 'MetLife', 'Applied Materials', 'Liberty Mutual Insurance Group', 'Amgen', 'Coca-Cola Enterprises', 'General Motors', 'Delta Air Lines', 'Citigroup', 'Lear']",company,,,,
"['GANNETT CO INC', 'GARMIN LTD', 'GLOBE SPECIALTY METALS INC', 'GREAT LAKES DREDGE & DOCK CORP', 'GREAT PLAINS ENERGY INC', 'GREIF INC', 'GRIFFON CORP', 'HASBRO INC', 'HCC INS HLDGS INC', 'HD SUPPLY HLDGS INC', 'HEARTWARE INTL INC', 'HENRY JACK & ASSOC INC', 'HOOKER FURNITURE CORP', 'ICON PLC', 'ICONIX BRAND GROUP INC', 'ICU MED INC', 'II VI INC', 'INTERNATIONAL SPEEDWAY CORP', 'INTERPUBLIC GROUP COS INC', 'INTERVAL LEISURE GROUP INC']",company,,,,
"['Gumstix Verdex XL6P', 'Goliath-GPS-vx', 'USB WiFi dongle', 'microSD breakout board', 'PSP LCD', 'Nokia BL-6C', 'Case', 'Speakers', 'Microphone', 'Audio amplifier', 'Total']",component,Categorical,,,
"['FMS2GO', 'FMS2GO', 'FMS2GO', 'FMS2GO', 'FMS2GO', 'FMS2GO', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'AMP', 'FMS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'Drive-Thru', 'Drive-Thru', 'Drive-Thru', 'URSA', 'STR', 'FleetWeb', 'FMS', 'Drive-Thru', 'FleetWeb', 'STR', 'Drive-Thru', 'AMP', 'AMP', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'AMP', 'FMVRS', 'FMVRS', 'FedFMS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FedFMS', 'FMVRS', 'FMVRS', 'FMVRS', 'AMP', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'FMVRS', 'AMP', 'FMVRS', 'FMVRS', 'FMVRS', 'FMS', 'FMS2GO', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'FMS2GO', 'FMS2GO', 'FMS2GO', 'FMS2GO', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'ARM', 'CARS', 'CARS', 'STR', 'STR', 'STR', 'NLETS', 'FMVRS', 'NLETS', 'FMVRS', 'FMVRS', 'AMP', 'AMP', 'FMS2GO', 'FMS2GO', 'AMP', 'STR', 'FMS', 'CARS', 'FMS', 'FMS', 'CARS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'CARS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'CARS', 'FMS', 'FMS', 'FMS', 'CARS', 'FMS', 'Drive-Thru', 'CARS', 'FMS', 'FMS', 'Drive-Thru', 'FMS', 'CARS', 'CARS', 'FMS', 'CARS', 'FMS', 'FMS', 'CARS', 'Drive-Thru', 'Drive-Thru', 'CARS', 'FMS', 'FMS', 'FMS', 'CARS', 'FMS', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'Drive-Thru', 'FleetWeb', 'Drive-Thru', 'FleetWeb', 'FleetWeb', 'FMS', 'Drive-Thru', 'FMS', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'FleetWeb', 'ARM', 'ARM', 'Drive-Thru', 'Drive-Thru', 'FMS', 'ARM', 'FMS', 'FleetWeb', 'Drive-Thru', 'AMP', 'FFMS', 'FMVRS', 'FMS', 'OTIS', 'FMVRS', 'AMP', 'FMVRS', 'AMP', 'FMS', 'FMS', 'FMS', 'FMS', 'FedFMS', 'FedFMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMVRS', 'FMS', 'FMS', 'FMS', 'OTIS', 'FedFMS', 'FedFMS', 'FMVRS', 'OTIS', 'OTIS', 'FMS', 'AMP', 'FMVRS', 'FMS', 'FMS', 'FMS', 'FedFMS', 'URSA', 'FMS', 'URSA', 'AMP', 'FMVRS', 'FMS', 'OTIS', 'FMS User Group', 'FMS', 'URSA', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'FMS', 'STR', 'FMS', 'FMS', 'FMS', 'FMVRS', 'FMS', 'AMP', 'FMS', 'URSA', 'FMS', 'FMS', 'OTIS', 'FMS', 'FMS', 'FMVRS', 'FMS', 'FMS', 'AMP', 'FMS', 'FMVRS', 'FMS', 'OTIS', 'FedFMS', 'FMS', 'FMS', 'FMS', 'AMP', 'FMS', 'FMS', 'FMS', 'FMS', 'FMVRS', 'FMS', 'FMS', 'FMS', 'AMP', 'FMS', 'FMS', 'FFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FedFMS', 'FMS', 'FMS', 'FedFMS', 'URSA', 'FFMS', 'FedFMS', 'FedFMS', 'FMS', 'CARS', 'Drive-Thru']",component,,,,
"['Aldehyde C10 100%', 'Aldehyde C11-enique', 'Bergamot Essential Oil', 'Aldehyde C9 100%', 'Jasmine absolute (ether petrol)', 'Jasmine artificially reconstructed', 'Lilly-of-the-valley base', 'Lilac base', 'May Rose absolute', 'Bulgarian Rose essential oil', 'Tuberose absolute decolore', 'Î³ Metil ionone', 'Ylang-Ylang essential oil', 'Fantaisie 2550 (Firmenich)', 'Jasmine absolute', 'Amber tincture 3%', 'Cedarom (Firmenich)', 'Civet tincture 3%', 'Musc ambrette', 'Musc ketone', 'Musc Tonkin tincture 3%', 'Santalol', 'Vanilline', 'Heliotropine', 'Vetiverol', 'Mousse de chÃªne', 'Coumarin', 'Ambergris base', 'Neroli essential oil', None]",component,,,,
"['User profiles in the database', 'Meetings in the database']",component,,,,
"['Unknown', 'Study view', 'Query']",component,,,,
"['Component', 'UI', '—', '—', '—', 'SpecialEvents-Skill-4.0', 'UI']",component,,,,
"['ADF Faces', 'ADF Data Visualization Tools', 'ADF Controller', 'ADF Security', 'ADF Desktop Integration', 'ADF Mobile', 'ADF Mobile Browser / Trinidad', 'ADF Swing', 'ADF Struts', 'ADF UIX', 'ADF Business Components', 'ADF Business Composer', 'ADF Model', 'ADF Share', 'MetaData Services (MDS)']",component,,,,
"['4600A eccentric mass shaker', 'MK-14A eccentric mass shakers', 'MK-15A eccentric mass shakers']",component,,,,
"['Bootstrap/Load', 'Build/Test Tools', 'Bundled Theme', 'Canonical', 'Comments', 'Comments', 'Customize', 'Customize', 'Database', 'Database', 'Date/Time', 'Date/Time', 'Date/Time', 'Date/Time', 'Editor', 'Editor', 'Editor', 'Embeds', 'Embeds', 'Export', 'External Libraries', 'Feeds', 'Formatting', 'Formatting', 'Formatting', 'Formatting', 'General', 'General', 'General', 'General', 'General', 'I18N', 'I18N', 'Import', 'Import', 'Mail', 'Media', 'Media', 'Media', 'Media', 'Media', 'Media', 'Media', 'Media', 'Menus', 'Menus', 'Menus', 'Networks and Sites', 'Networks and Sites', 'Options, Meta APIs', 'Options, Meta APIs', 'Permalinks', 'Permalinks', 'Plugins', 'Plugins', 'Post Thumbnails', 'Posts, Post Types', 'Posts, Post Types', 'Posts, Post Types', 'Posts, Post Types', 'Posts, Post Types', 'Press This', 'Query', 'Query', 'Query', 'Role/Capability', 'Security', 'Security', 'Shortcodes', 'Shortcodes', 'Taxonomy', 'Text Changes', 'Text Changes', 'Themes', 'Themes', 'Themes', 'Themes', 'Themes', 'Themes', 'Themes', 'Themes', 'Themes', 'TinyMCE', 'TinyMCE', 'TinyMCE', 'TinyMCE', 'Toolbar', 'Toolbar', 'Upgrade/Install', 'Upload', 'Users', 'Users', 'Users', 'Users', 'Users', 'Users', 'Users', 'Widgets', 'Widgets', 'Widgets']",component,,,,
"['none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'none', 'imcc', 'core', 'build', 'configure', 'tools', 'core', 'core', 'library', 'tools', 'none', 'core', 'none', 'core', 'core', 'library', 'testing', 'build', 'none', 'core', 'none', 'tools']",component,,,,
"['EU', 'EU', 'EU', 'AS', 'AS', 'EU', 'EU', 'EU', 'AS', 'EU', '', 'EU', 'SA', 'EU', '', 'AS', '', 'EU', '', 'EU', '', 'EU', 'EU', 'AS', 'OC']",continent,Categorical,,,
"['Asia', 'Europe', 'Europe', 'Asia', 'Asia', 'Asia', 'Europe', 'South America', 'Europe', 'Asia']",continent,,,,
"['Africa', 'Oceania', 'Africa', 'Africa', 'Africa', 'Europe', 'Africa', 'Africa', 'Africa', 'Africa', 'Asia', 'Asia', 'Latin America', 'Latin America', 'Europe', 'Latin America', 'North America', 'Latin America', 'Latin America', 'Latin America', 'Europe', 'Latin America', 'Europe', 'Europe', 'Asia', 'Asia', 'Asia', 'Europe', 'Asia', 'Europe', 'Latin America', 'Oceania', 'Latin America', 'Europe', 'Europe', 'Carribean', 'Europe', 'Asia', 'Africa', 'Europe', 'Europe', 'Europe', 'Africa', 'Europe', 'Latin America', 'Africa']",continent,,,,
"['EU', '', '', '', '', '', 'EU', 'EU', 'AS', 'EU', 'EU', 'AS', 'AS', 'EU', 'EU', 'EU', 'EU', '', 'EU', '', 'EU', 'AS', 'EU', 'EU', 'AS']",continent,,,,
"['', 'OC', '', 'EU', 'AS', 'AS', '', 'EU', 'EU', 'EU', '', 'EU', '', 'EU', 'EU', '', 'AS', 'EU', '', 'EU', '', 'EU', '', '', 'EU']",continent,,,,
"['', '', '', '', 'EU', 'AS', '', '', '', 'EU', 'EU', 'EU', 'EU', 'NA', '', '', 'EU', 'EU', '', 'AS', '', '', 'EU', '', '']",continent,,,,
"['EU', 'EU', 'EU', 'EU', '', 'AS', '', 'EU', 'EU', 'EU', 'EU', 'AS', 'EU', '', 'EU', 'EU', 'EU', 'EU', 'EU', 'EU', 'EU', 'AS', '', 'EU', 'EU']",continent,,,,
"['EU', 'OC', '', '', '', 'EU', 'EU', 'EU', 'EU', 'EU', '', 'EU', 'EU', 'EU', 'EU', 'EU', 'OC', 'EU', 'AS', 'EU', '', 'EU', 'EU', 'EU', 'EU']",continent,,,,
"['EU', '', '', '', 'NA', 'AS', 'EU', '', '', '', 'EU', 'EU', '', '', '', '', 'EU', '', 'EU', 'AS', '', '', 'EU', 'EU', '']",continent,,,,
"['South Africa', 'United Kingdom', 'Sweden', 'Germany', 'Turkey', 'Norway', 'Poland', 'Russian Federation', 'Finland', 'United States', 'Brazil', 'Belgium', 'France', 'Mexico', 'Netherlands', 'Denmark', 'Canada', 'Italy', 'Luxembourg', 'Austria', 'Switzerland', 'OECD average', 'Portugal', 'Hungary', 'Japan', 'New Zealand', 'Iceland', 'Greece', 'Ireland', 'Slovak Republic', 'Australia', 'Czech Republic', 'Spain', 'Korea', 'China']",country,Categorical,,,
"['Niue', 'Tokelau', 'Vatican City', 'Pitcairn Islands', 'Blogger-dashboard.com']",country,,,,
"['Russia', 'Ukraine', 'United States', 'Belarus', 'Kazakhstan', 'Germany', 'Italy', 'France', 'Czech Republic', 'Lithuania']",country,,,,
"['Australia', 'USA,', 'England', 'New Zealand', 'Greece', 'Japan', 'Spain', 'Russia', 'India', 'Sri Lanka']",country,,,,
"['Egypt 79,480,000', 'Iran 70,472,846', 'Iraq 28,807,000', 'Saudi Arabia 24,573,000', 'Yemen 21,730,000', 'Syria 19,050,000', 'Israel 7,026,000', 'Jordan 5,703,000', 'United Arab Emirates 4,496,000', 'Lebanon 3,925,502', 'Palestine 3,702,000', 'Kuwait 2,687,000', 'Oman 2,567,000', 'Qatar 813,000', 'Bahrain 727,000']",country,,,,
"['Liberia', 'Vietnam', 'Colombia', 'Democratic Republic of the Congo', 'Brazil', 'Haiti', 'Haiti', 'Ethiopia', 'Nepal', 'Kenya', 'Haiti', 'South Africa', 'India', 'Kenya', 'Nepal', 'Australia', 'Nepal', 'Vietnam', 'China', 'Nepal', 'Kenya', 'Kenya', 'Mexico', 'Nepal', 'Democratic Republic of the Congo', 'Haiti', 'South Africa', 'Democratic Republic of the Congo', 'Democratic Republic of the Congo', 'Vietnam', 'Democratic Republic of the Congo', 'Israel', 'Brazil', 'Ethiopia', 'Ukraine', 'Jamaica', 'Democratic Republic of the Congo', 'Vietnam', 'Haiti', 'Benin', 'Vietnam', 'Democratic Republic of the Congo', 'Democratic Republic of the Congo', 'Nigeria', 'Democratic Republic of the Congo', 'Democratic Republic of the Congo', 'Kenya', 'Ukraine', 'Democratic Republic of the Congo', 'Armenia', 'Kyrgyzstan', 'Haiti', 'Democratic Republic of the Congo', 'Democratic Republic of the Congo', 'Ethiopia', 'Montenegro', 'Democratic Republic of the Congo', 'Croatia', 'Ethiopia', 'Ethiopia', 'Haiti', 'Serbia', 'Armenia', 'Ukraine', 'Croatia', 'India', 'Cambodia', 'Ethiopia', 'Kazakhstan', 'India', 'Kenya', 'Kyrgyzstan', 'Haiti', 'Kenya', 'Ethiopia', 'India', 'Philippines', 'Vietnam', 'Democratic Republic of the Congo', 'Ghana', 'Kenya', 'Democratic Republic of the Congo', 'Democratic Republic of the Congo', 'Mexico', 'Vietnam', 'Ethiopia', 'Mexico', 'Vietnam', 'Uzbekistan', 'Nepal', 'Democratic Republic of the Congo', 'Mexico', 'Swaziland', 'Colombia', 'Ireland', 'China', 'Colombia', 'Ethiopia', 'El Salvador', 'South Korea', 'Guatemala', 'Ghana', 'Democratic Republic of the Congo', 'China', 'China', 'Serbia', 'Ireland', 'Democratic Republic of the Congo', 'Mali', 'Democratic Republic of the Congo', 'Nigeria', 'Bolivia', 'Haiti', 'Ethiopia', 'Democratic Republic of the Congo', 'Lesotho', 'Taiwan', 'Democratic Republic of the Congo', 'Nigeria', 'South Korea', 'Ethiopia', 'Russia', 'Russia', 'Russia', 'Cambodia', 'Nepal', 'Ethiopia', 'Vietnam', 'Ethiopia', 'Guatemala', 'Ethiopia', 'Lesotho', 'Cambodia', 'Mali', 'Morocco', 'Lesotho', 'Lesotho', 'Honduras', 'Taiwan', 'Colombia', 'Haiti', 'Honduras', 'Haiti', 'Ethiopia', 'Fiji', 'Kazakhstan', 'Nepal', 'Morocco', 'Russia', 'Russia', 'Haiti', 'Russia', 'South Africa', 'Montenegro', 'Rwanda', 'Romania', 'Guatemala', 'Kazakhstan', 'Haiti', 'Sierra Leone', 'Ethiopia', 'Romania', 'Kazakhstan', 'Laos', 'Cambodia', 'India', 'Democratic Republic of the Congo', 'Senegal', 'Russia', 'Honduras', 'Russia', 'Malawi', 'Honduras', 'Vietnam', 'Guatemala', 'Democratic Republic of the Congo', 'Ethiopia', 'Vietnam', 'Ethiopia', 'Mexico', 'Ethiopia', 'India', 'Guatemala', 'Ecuador', 'Ecuador', 'Ecuador', 'China', 'Ethiopia', 'Mexico', 'India', 'Ethiopia', 'Ukraine', 'Russia', 'Ukraine', 'Ukraine', 'Haiti', 'Haiti', 'Ukraine', 'Vietnam', 'Guatemala', 'Cambodia', 'Ethiopia', 'Guatemala', 'Kyrgyzstan', 'Ukraine', 'Mexico', 'Democratic Republic of the Congo', 'Ukraine', 'Guatemala', 'Nepal', 'China', 'Ukraine', 'Latvia', 'Ethiopia', 'Japan', 'Ethiopia', 'Kenya', 'Kyrgyzstan', 'Lesotho', 'Guatemala', 'Nepal', 'Philippines', 'Haiti', 'Kazakhstan', 'Ethiopia', 'Ukraine', 'Brazil', 'Guatemala', 'India', 'Mexico', 'Russia', 'Russia', 'Ukraine', 'Ukraine', 'Guatemala', 'Ethiopia', 'Nepal', 'Ukraine', 'Guatemala', 'Mexico', 'Liberia', 'Guatemala', 'Ethiopia', 'Nepal', 'Ukraine', 'Guatemala', 'Guatemala', 'Guatemala', 'Guatemala', 'Guatemala', 'Nepal', 'Latvia', 'Kyrgyzstan', 'Liberia', 'Ethiopia', 'Ethiopia', 'Ghana', 'Thailand', 'Cameroon', 'Ethiopia', 'Cambodia', 'Nepal', 'Ukraine', 'Ukraine', 'Sierra Leone', 'Guatemala', 'Guatemala']",country,,,,
"['Argentina', 'Australia', 'Belgium', 'Chile', 'China', 'Colombia', 'Czech Republic', 'Finland', 'France', 'Georgia', 'Germany', 'India', 'Indonesia', 'Israel', 'Italy', 'Jamaica', 'Japan', 'Lebanon', 'Mexico', 'Netherlands', 'New Zealand', 'Norway', 'Peru', 'Russian Federation', 'Singapore', 'Slovakia', 'South Africa', 'Spain', 'Sweden', 'Syrian Arab Republic', 'Turkey', 'Ukraine', 'United Kingdom', 'United States of America', 'Uruguay']",country,,,,
"['England', 'USA', 'England', 'USA', 'England', 'England', 'England', 'England', 'England', 'England', 'England, however album was originally released only in USA', 'England', 'USA', 'England', 'England', 'England', 'England', 'Germany', 'England', 'USA', 'Finland', 'France']",country,,,,
"['SWE', 'GER', 'UKR', 'FRA', 'GBR', 'RUS', 'AND', 'USA', 'BLR']",country,,,,
"['', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA', '', 'RSA']",country,,,,
"['DANE', 'DANE', 'DANE', 'DANE', 'DANE', 'DANE', 'DANE', 'DANE', 'DANE', 'DANE', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",county,Categorical,,,
"['WSHGTN', 'KENT', 'NWCSTL', 'SUSSEX', 'ALEGNY', 'ANARDL', 'BALTCO', 'CALVRT', 'CAROLN', 'CARROL', 'CECIL', 'CHRLES', 'DRCHTR', 'FRDRCK', 'GARRET', 'HARFRD', 'HOWARD', 'INWSTR', 'KENT', 'MNTGMY', 'PRGORG', 'QNANNE', 'SMRSET', 'STMARY', 'TALBOT', 'WCOMCO', 'WSHGTN', 'ATLNTC', 'BERGEN', 'BRLNGT', 'CAMDEN', 'CMBRLD', 'CPEMAY', 'ESSEX', 'GLCSTR', 'HNTRDN', 'HUDSON', 'MDLSEX', 'MERCER', 'MONMTH', 'MORRIS', 'OCEAN', 'PASAIC', 'SALEM', 'SMRSET', 'SUSSEX', 'UNION', 'WARREN', 'BROOME', 'CHEMNG', 'CHENGO', 'CRTLND', 'DELWRE', 'OTSEGO', 'STUBEN', 'SULIVN', 'TIOGA', 'ADAMS', 'ALGHNY', 'ARMSRG', 'BEAVER', 'BEDFRD', 'BERKS', 'BLAIR', 'BRDFRD', 'BUCKS', 'BUTLER', 'CARBON', 'CENTRE', 'CHESTR', 'CLINTN', 'CLRFLD', 'CLRION', 'CMBLND', 'CMBRIA', 'CMERON', 'COLMBA', 'CRWFRD', 'DAUPHN', 'DELAWR', 'ELK', 'ERIE', 'FAYETT', 'FOREST', 'FRNKLN', 'FULTON', 'GREENE', 'HNTGDN', 'INDANA', 'JEFRSN', 'JNIATA', 'LCKWNA', 'LEBNON', 'LEHIGH', 'LNCSTR', 'LUZERN', 'LWRNCE', 'LYCMNG', 'MCKEAN', 'MERCER', 'MIFLIN', 'MNTGMY', 'MONROE', 'MONTOR', 'NRHBLD', 'NRHPTN', 'PERRY', 'PHILA', 'PIKE', 'POTTER', 'SCHYKL', 'SMRSET', 'SNYDER', 'SULVAN', 'SUQHNA', 'TIOGA', 'UNION', 'VERNGO', 'WARREN', 'WAYNE', 'WSHGTN', 'WTMRLD', 'WYOMNG', 'YORK', 'ACOMAC', 'AGUSTA', 'ALBMRL', 'ALGHNY', 'AMELIA', 'AMHRST', 'APOMTX', 'ARLGTN', 'BATH', 'BKNGHM', 'BOTTRT', 'CAROLN', 'CHRLCY', 'CLARKE', 'CLPEPR', 'CMBRLD', 'CRAIG', 'CTRFLD', 'ESSEX', 'FAIRFX', 'FAUQUR', 'FLUVNA', 'FRDRCK', 'GCHLND', 'GLCSTR', 'GREENE', 'HAMPTN', 'HANOVR', 'HGHLND', 'HNRICO', 'JMSCTY', 'KNGGRG', 'KNGQUN', 'KNGWLM', 'LNCSTR', 'LOUDON', 'LOUISA', 'MADISN', 'MATHWS', 'MDLSEX', 'NELSON', 'NRHBLD', 'NRHPTN', 'NWKENT', 'NWPTNW', 'ORANGE', 'PAGE', 'POWHTN', 'PREDWD', 'PRWLLM', 'RAPHNK', 'RCKBDG', 'RCKGHM', 'RICMND', 'SHENDH', 'SPTYVN', 'STFFRD', 'WARREN', 'WTMRLD', 'YORK', 'BERKLY', 'GRANT', 'HARDY', 'HMPSHR', 'JEFRSN', 'MINRAL', 'MORGAN', 'PNDLTN']",county,,,,
"['VIRGINIA', 'ACCOMACK COUNTY', 'ALBEMARLE COUNTY', 'ALLEGHANY COUNTY', 'AMELIA COUNTY', 'AMHERST COUNTY', 'APPOMATTOX COUNTY', 'ARLINGTON COUNTY', 'AUGUSTA COUNTY', 'BATH COUNTY', 'BEDFORD COUNTY', 'BLAND COUNTY', 'BOTETOURT COUNTY', 'BRUNSWICK COUNTY', 'BUCHANAN COUNTY', 'BUCKINGHAM COUNTY', 'CAMPBELL COUNTY', 'CAROLINE COUNTY', 'CARROLL COUNTY', 'CHARLES CITY COUNTY', 'CHARLOTTE COUNTY', 'CHESTERFIELD COUNTY', 'CLARKE COUNTY', 'CRAIG COUNTY', 'CULPEPER COUNTY', 'CUMBERLAND COUNTY', 'DICKENSON COUNTY', 'DINWIDDIE COUNTY', 'ESSEX COUNTY', 'FAIRFAX COUNTY', 'FAUQUIER COUNTY', 'FLOYD COUNTY', 'FLUVANNA COUNTY', 'FRANKLIN COUNTY', 'FREDERICK COUNTY', 'GILES COUNTY', 'GLOUCESTER COUNTY', 'GOOCHLAND COUNTY', 'GRAYSON COUNTY', 'GREENE COUNTY', 'GREENSVILLE COUNTY', 'HALIFAX COUNTY', 'HANOVER COUNTY', 'HENRICO COUNTY', 'HENRY COUNTY', 'HIGHLAND COUNTY', 'ISLE OF WIGHT COUNTY', 'JAMES CITY COUNTY', 'KING AND QUEEN COUNT', 'KING GEORGE COUNTY', 'KING WILLIAM COUNTY', 'LANCASTER COUNTY', 'LEE COUNTY', 'LOUDOUN COUNTY', 'LOUISA COUNTY', 'LUNENBURG COUNTY', 'MADISON COUNTY', 'MATHEWS COUNTY', 'MECKLENBURG COUNTY', 'MIDDLESEX COUNTY', 'MONTGOMERY COUNTY', 'NELSON COUNTY', 'NEW KENT COUNTY', 'NORTHAMPTON COUNTY', 'NORTHUMBERLAND COUNT', 'NOTTOWAY COUNTY', 'ORANGE COUNTY', 'PAGE COUNTY', 'PATRICK COUNTY', 'PITTSYLVANIA COUNTY', 'POWHATAN COUNTY', 'PRINCE EDWARD COUNTY', 'PRINCE GEORGE COUNTY', 'PRINCE WILLIAM COUNT', 'PULASKI COUNTY', 'RAPPAHANNOCK COUNTY', 'RICHMOND COUNTY', 'ROANOKE COUNTY', 'ROCKBRIDGE COUNTY', 'ROCKINGHAM COUNTY', 'RUSSELL COUNTY', 'SCOTT COUNTY', 'SHENANDOAH COUNTY', 'SMYTH COUNTY', 'SOUTHAMPTON COUNTY', 'SPOTSYLVANIA COUNTY', 'STAFFORD COUNTY', 'SURRY COUNTY', 'SUSSEX COUNTY', 'TAZEWELL COUNTY', 'WARREN COUNTY', 'WASHINGTON COUNTY', 'WESTMORELAND COUNTY', 'WISE COUNTY', 'WYTHE COUNTY', 'YORK COUNTY', 'ALEXANDRIA', 'BEDFORD', 'BRISTOL', 'BUENA VISTA', 'CHARLOTTESVILLE', 'CHESAPEAKE', 'COLONIAL HEIGHTS', 'COVINGTON', 'DANVILLE', 'EMPORIA', 'FAIRFAX', 'FALLS CHURCH', 'FRANKLIN', 'FREDERICKSBURG', 'GALAX', 'HAMPTON', 'HARRISONBURG', 'HOPEWELL', 'LEXINGTON', 'LYNCHBURG', 'MANASSAS', 'MANASSAS PARK', 'MARTINSVILLE', 'NEWPORT NEWS', 'NORFOLK', 'NORTON', 'PETERSBURG', 'POQUOSON', 'PORTSMOUTH', 'RADFORD', 'RICHMOND', 'ROANOKE', 'SALEM', 'STAUNTON', 'SUFFOLK', 'VIRGINIA BEACH', 'WAYNESBORO', 'WILLIAMSBURG', 'WINCHESTER']",county,,,,
